id,Cause,Objects,Occupation,Activities
201494895,Falls,barn,owner,erecting a 36 ft
201262896,Falls,no_object,no_occupation,erecting the scaffold on
201262896,Falls,no_object,no_occupation,wearing a harness but
201262896,Falls,no_object,no_occupation,decking and he stepped
201262896,Falls,no_object,no_occupation,working on the third
201262896,Falls,no_object,no_occupation,erecting a tubular welded
201262896,Falls,no_object,no_occupation,working on the south
201345279,Falls,no_object,carpenter,sliding the blade under
201345279,Falls,no_object,carpenter,scaffolding
201345279,Falls,no_object,carpenter,using a scaffold system
201345279,Falls,no_object,carpenter,assembling scaffolding to access
201345279,Falls,no_object,carpenter,wearing fall protection equipment
201345279,Falls,no_object,carpenter,existing scaffolding to assemble
201345279,Falls,no_object,carpenter,working from the existing
201345279,Falls,no_object,carpenter,existing scaffold
201345279,Falls,no_object,carpenter,erecting a hanging
202507406,Falls,level,ironworker,aligning another t iron
202507406,Falls,level,ironworker,aligning a piece of
202540548,Falls,stair-rail,no_occupation,fastening it into place
200632057,Falls,frame,no_occupation,checking spacing of bar
202467460,Falls,no_object,no_occupation,delivering drywall
202467460,Falls,no_object,no_occupation,scaffolding
202467460,Falls,no_object,no_occupation,erecting the scaffolding
202467460,Falls,no_object,no_occupation,being erected in the
202467460,Falls,no_object,no_occupation,working on a scaffold
202467460,Falls,no_object,no_occupation,opening
202467460,Falls,no_object,no_occupation,being erected after the
202467460,Falls,no_object,no_occupation,being erected in two
202467460,Falls,no_object,no_occupation,delivering drywall
202467460,Falls,no_object,no_occupation,being erected in the
202505954,Falls,pipe,foreman,measuring 68 inch in
202505954,Falls,pipe,foreman,fencing pipe measuring 68
202505954,Falls,pipe,foreman,cleaning up before leaving
202505954,Falls,pipe,foreman,nearing the end of
202505954,Falls,pipe,foreman,being completed
202505954,Falls,pipe,foreman,erecting a chain link
202505954,Falls,pipe,foreman,wearing a hardhat sustained
202505954,Falls,pipe,foreman,being installed
202505954,Falls,pipe,foreman,being completed
201072691,Falls,no_object,worker,resulting in a fractured
200535797,Caught in/between Objects,loader-bucket,coworker,roughing in piping in
200535797,Caught in/between Objects,loader-bucket,coworker,performing ground work roughing
200535797,Caught in/between Objects,loader-bucket,coworker,striking employee 1
200535797,Caught in/between Objects,loader-bucket,coworker,backfilling operation and loader
200535797,Caught in/between Objects,loader-bucket,coworker,directing the backfilling operation
200535797,Caught in/between Objects,loader-bucket,coworker,cutting some pipe to
200535797,Caught in/between Objects,loader-bucket,coworker,being used to back
200535797,Caught in/between Objects,loader-bucket,coworker,operating a model
201510831,Caught in/between Objects,toolbox,passenger,riding on a locomotive
202491858,Falls,escalator,mechanic,kneeling on the landing
201283074,Falls,no_object,worker,demolishing an escalator in
201283074,Falls,no_object,worker,working at an unprotected
200758290,Struck By Moving Objects,steel,no_occupation,assisting in the erection
200774438,Caught in/between Objects,hoist,no_occupation,working in construction
202340667,Struck By Moving Objects,escalator-pit,no_occupation,working in an escalator
200461416,Struck By Moving Objects,escalator,controller,working above him
200461416,Struck By Moving Objects,escalator,controller,leading to where a
200461416,Struck By Moving Objects,escalator,controller,troubleshooting a stair problem
723759,Struck By Moving Objects,escalator,helper,sitting on the escalator
723759,Struck By Moving Objects,escalator,helper,changing an electromagnetic brake
202351250,Struck By Moving Objects,no_object,zinsser,running
202351250,Struck By Moving Objects,no_object,zinsser,suffering thirddegree burn over
202351250,Struck By Moving Objects,no_object,zinsser,spraypainting zinsser bin primer
200371862,Struck By Moving Objects,tank,no_occupation,containing ethylene glycol
200371862,Struck By Moving Objects,tank,no_occupation,installing a platform on
200371862,Struck By Moving Objects,tank,no_occupation,receiving an ethylene glycol
201111820,Falls,no_object,no_occupation,performing his assigned work
201111820,Falls,no_object,no_occupation,opening a 10in
201111820,Falls,no_object,no_occupation,working on a jobbuilt
202317574,Struck By Moving Objects,steel-shoring,foreman,shoring system
202317574,Struck By Moving Objects,steel-shoring,foreman,installing a cavein protection
202317574,Struck By Moving Objects,steel-shoring,foreman,leveling the bottom soil
202317574,Struck By Moving Objects,steel-shoring,foreman,working in an excavation
201510252,Struck By Moving Objects,no_object,excavator,welding operation
201510252,Struck By Moving Objects,no_object,excavator,carrying gasoline at the
201797180,Struck By Moving Objects,no_object,subcontractor,containing hexamethylene diisocyanate
201852654,Caught in/between Objects,trench-cave,no_occupation,occupying an unshored excavation
201351202,Struck By Moving Objects,excavator,excavator,wearing the seat belt
201351202,Struck By Moving Objects,excavator,excavator,working alone
201351202,Struck By Moving Objects,excavator,excavator,falling and wa crushed
201351202,Struck By Moving Objects,excavator,excavator,operating the excavator in
201351202,Struck By Moving Objects,excavator,excavator,clearing the right of
201351202,Struck By Moving Objects,excavator,excavator,clearing tree and tree
201351202,Struck By Moving Objects,excavator,excavator,operating a 1983 cat
202685962,Struck By Moving Objects,excavator,excavator,working to install a
202685962,Struck By Moving Objects,excavator,excavator,swinging into the active
202685962,Struck By Moving Objects,excavator,excavator,assisting to steady the
202685962,Struck By Moving Objects,excavator,excavator,operating a hydraulic excavator
200536175,Struck By Moving Objects,excavator,excavator,working road construction at
202570438,Caught in/between Objects,tree,excavator,operating
202655155,Caught in/between Objects,exhaust,no_occupation,cutting concrete pavement with
201077922,Struck By Moving Objects,turbine,no_occupation,dealing with the leak
201077922,Struck By Moving Objects,turbine,no_occupation,emanating from a section
202465597,Struck By Moving Objects,carbon-monoxide,coworker,regarding t8ccr 1533
201751724,Struck By Moving Objects,car,no_occupation,sleeping in a vehicle
200053239,Struck By Moving Objects,gas,smoother,using a gaspowered concrete
200041408,Struck By Moving Objects,no_object,no_occupation,operating in the enclosed
200041408,Struck By Moving Objects,no_object,no_occupation,grouting tile on the
202078986,Struck By Moving Objects,carbon-monoxide,trader,using gasolinepowered equipment when
202078986,Struck By Moving Objects,carbon-monoxide,trader,finishing the floor for
202078986,Struck By Moving Objects,carbon-monoxide,trader,pouring concrete and finishing
202078986,Struck By Moving Objects,carbon-monoxide,trader,finishing the floor for
202078986,Struck By Moving Objects,carbon-monoxide,trader,pouring concrete and finishing
201148533,Falls,vent,no_occupation,hanging from a 20
201148533,Falls,vent,no_occupation,working
201148533,Falls,vent,no_occupation,hanging from the ceiling
201148533,Falls,vent,no_occupation,cutting a concrete slab
897942,Falls,no_object,coworker,leading to the basement
897942,Falls,no_object,coworker,leading to the basement
201159159,Caught in/between Objects,carbon-monoxide,no_occupation,operating a gasolinepowered electric
201159159,Caught in/between Objects,carbon-monoxide,no_occupation,laying operation
201159159,Caught in/between Objects,carbon-monoxide,no_occupation,cutting device which were
201159159,Caught in/between Objects,carbon-monoxide,no_occupation,mixing and cutting device
201159159,Caught in/between Objects,carbon-monoxide,no_occupation,utilizing a gasolinepowered generator
201159159,Caught in/between Objects,carbon-monoxide,no_occupation,laying ceramic tile within
200552537,Caught in/between Objects,container,no_occupation,resulting in the death
200355196,Struck By Moving Objects,charge,no_occupation,working for a firm
202556759,Falls,ladder,painter,footing
202556759,Falls,ladder,painter,using a 32foot long
202556759,Falls,ladder,painter,performing some final touchups
202556759,Falls,ladder,painter,painting the exterior of
202458352,Falls,ladder,no_occupation,dismounting from the ladder
202458352,Falls,ladder,no_occupation,using an extension ladder
202458352,Falls,ladder,no_occupation,working for a firm
202478996,Falls,no_object,no_occupation,installing wood piece at
202478996,Falls,no_object,no_occupation,performing roofing renovation installing
202588380,Electrocution,plug-burst,worker,conducting a leak test
201129632,Falls,no_object,supervisor,leading roof edge
201129632,Falls,no_object,supervisor,falling off the roof
201129632,Falls,no_object,supervisor,leading edge of the
201129632,Falls,no_object,supervisor,leading roof edge
201129632,Falls,no_object,supervisor,working on the same
201129632,Falls,no_object,supervisor,warning sign near the
201129632,Falls,no_object,supervisor,wearing any fall protection
201129632,Falls,no_object,supervisor,doing at that time
201129632,Falls,no_object,supervisor,wearing a body harness
201129632,Falls,no_object,supervisor,looking for an anchorage
201129632,Falls,no_object,supervisor,leading roof edge possibly
201129632,Falls,no_object,supervisor,leading edge
201129632,Falls,no_object,supervisor,going towards the leading
201129632,Falls,no_object,supervisor,warning sign on the
201129632,Falls,no_object,supervisor,leading edge of the
201129632,Falls,no_object,supervisor,flashing work on a
202493920,Struck By Moving Objects,vehicle,no_occupation,including broken eye socket
202493920,Struck By Moving Objects,vehicle,no_occupation,including insertion of hardware
202493920,Struck By Moving Objects,vehicle,no_occupation,implementing traffic control to
202588901,Falls,icy,coworker,working to install solar
202658548,Other,no_object,coworker,pouring gasoline from a
202658548,Other,no_object,coworker,holding the funnel for
202658548,Other,no_object,coworker,filling a generator
202718615,Falls,story,contractor,dismantling bracketstacker scaffold on
200981215,Falls,no_object,owner,moving at a high
200981215,Falls,no_object,owner,assessing a problem with
202531018,Falls,no_object,fanblower,opening 25 inch in
202531018,Falls,no_object,fanblower,lifting a ventilation fanblower
201186178,Caught in/between Objects,fan-repair,foreman,coming to a stop
201186178,Caught in/between Objects,fan-repair,foreman,performing his next test
201186178,Caught in/between Objects,fan-repair,foreman,housing
201186178,Caught in/between Objects,fan-repair,foreman,exhausting sufficiently
201186178,Caught in/between Objects,fan-repair,foreman,working for abco mechanical
201022266,Caught in/between Objects,fan-blade,no_occupation,tuning up a bulldozer
202539524,Caught in/between Objects,working,inspector,vomiting
202539524,Caught in/between Objects,working,inspector,feeling a little weak
202539524,Caught in/between Objects,working,inspector,performing steel inspection
201923109,Struck By Moving Objects,motor-vehicle,driver,setting up traffic control
201923109,Struck By Moving Objects,motor-vehicle,driver,towing the traffic trailer
201062882,Struck By Moving Objects,vehicle,foreman,hitching the right lane
201062882,Struck By Moving Objects,vehicle,foreman,quitting time
201062882,Struck By Moving Objects,vehicle,foreman,removing the traffic control
201062882,Struck By Moving Objects,vehicle,foreman,installing 10 ft long
202003232,Falls,no_object,no_occupation,wearing a harness but
202003232,Falls,no_object,no_occupation,working from
202003232,Falls,no_object,no_occupation,running a crane boom
170094155,Struck By Moving Objects,motor-vehicle,driver,traveling southbound at approximately
170094155,Struck By Moving Objects,motor-vehicle,driver,trimming grass with a
202479481,Struck By Moving Objects,run,contractor,using wire tie
202479481,Struck By Moving Objects,run,contractor,securing the chain link
202479481,Struck By Moving Objects,run,contractor,existing 10foot tall temporary
202479481,Struck By Moving Objects,run,contractor,relocating closer to the
202479481,Struck By Moving Objects,run,contractor,working at a commercial
202479481,Struck By Moving Objects,run,contractor,working with his back
202479481,Struck By Moving Objects,run,contractor,operating a roughterrain vehicle
200678613,Struck By Moving Objects,no_object,coworker,flashing on his shoulder
200678613,Struck By Moving Objects,no_object,coworker,carrying three piece of
200678613,Struck By Moving Objects,no_object,coworker,getting tool out of
200678613,Struck By Moving Objects,no_object,coworker,carrying touched an overhead
200678613,Struck By Moving Objects,no_object,coworker,flashing that he wa
202457651,Caught in/between Objects,wire,no_occupation,hitting the employee in
202457651,Caught in/between Objects,wire,no_occupation,cutting an access way
202457651,Caught in/between Objects,wire,no_occupation,performing a regularly assigned
202491361,Caught in/between Objects,atv,foreman,fencing along the rightofway
202491361,Caught in/between Objects,atv,foreman,erecting a chain link
200758977,Caught in/between Objects,no_object,contractor,helping with renovation in
200601631,Struck By Moving Objects,coworker,coworker,pending his trial for
202545265,Struck By Moving Objects,kettle-fire,no_occupation,setting up for the
200613081,Struck By Moving Objects,tar,worker,according to the temperature
200613081,Struck By Moving Objects,tar,worker,running the kettle at
200613081,Struck By Moving Objects,tar,worker,raining lightly and rain
200613081,Struck By Moving Objects,tar,worker,mixing with hot tar
200613081,Struck By Moving Objects,tar,worker,adding additional tar to
200613081,Struck By Moving Objects,tar,worker,working on
200613081,Struck By Moving Objects,tar,worker,using a tar kettle
200831238,Fires and Explosion,escape,no_occupation,painting the fire escape
200831238,Fires and Explosion,escape,no_occupation,scraping and painting the
202341889,Struck By Moving Objects,no_object,no_occupation,walking from the fifth
202341889,Struck By Moving Objects,no_object,no_occupation,pointing
202341889,Struck By Moving Objects,no_object,no_occupation,using it a a
202341889,Struck By Moving Objects,no_object,no_occupation,cleaning up the fire
200032753,Falls,no_object,no_occupation,working on a fire
202014247,Fires and Explosion,fire-escape,foreman,returning to the work
202014247,Fires and Explosion,fire-escape,foreman,attaching the lanyard to
202014247,Fires and Explosion,fire-escape,foreman,replacing window lintel six
362661902,Fires and Explosion,fire-escape,stocker,striking her head on
302056916,Caught in/between Objects,fire-escape,no_occupation,existing fire escape located
302056916,Caught in/between Objects,fire-escape,no_occupation,working on an existing
170017370,Fires and Explosion,fire-escape,no_occupation,leaning against the railing
170017370,Fires and Explosion,fire-escape,no_occupation,painting the underside of
645309,Fires and Explosion,fire-escape,supervisor,thinking it wa easier
645309,Fires and Explosion,fire-escape,supervisor,including the supervisor climbed
645309,Fires and Explosion,fire-escape,supervisor,bridging the gap
645309,Fires and Explosion,fire-escape,supervisor,working with two coworkers
645309,Fires and Explosion,fire-escape,supervisor,rehabilitating masonry work on
202598298,Struck By Moving Objects,machine,no_occupation,threading machine to remove
202598298,Struck By Moving Objects,machine,no_occupation,using a rigid 300
202598298,Struck By Moving Objects,machine,no_occupation,working for a company
202455242,Caught in/between Objects,scissor-lift,journeyman,moving
202455242,Caught in/between Objects,scissor-lift,journeyman,walking next to a
202455242,Caught in/between Objects,scissor-lift,journeyman,working for a fire
202448197,Falls,no_object,manager,installing a 1ft
14509129,Struck By Moving Objects,vault,no_occupation,existing ductile iron pipe
14509129,Struck By Moving Objects,vault,no_occupation,removing piping from a
14509129,Struck By Moving Objects,vault,no_occupation,working in an underground
202014098,Falls,no_object,no_occupation,using an aframe wood
202014098,Falls,no_object,no_occupation,installing hanger on a
200783140,Falls,scissor-lift,no_occupation,moving east bound
200783140,Falls,scissor-lift,no_occupation,working from a scissor
200783140,Falls,scissor-lift,no_occupation,installing hanger for the
201796984,Struck By Moving Objects,flash,contractor,resulting in the arc
201796984,Struck By Moving Objects,flash,contractor,finishing up work on
201093713,Struck By Moving Objects,pipe,no_occupation,trying to snake the
201093713,Struck By Moving Objects,pipe,no_occupation,running a 10foot by
202509246,Struck By Moving Objects,infection,no_occupation,removing a metal sprinkler
201392586,Fires and Explosion,fire,no_occupation,inspecting fire extinguisher in
201183027,Falls,descent,coworker,bracing he slipped and
201183027,Falls,descent,coworker,going down the scaffold
201183027,Falls,descent,coworker,becoming stronger on the
201183027,Falls,descent,coworker,welding framework on the
201183027,Falls,descent,coworker,welding framework on several
200631380,Struck By Moving Objects,stack-fire,no_occupation,installing a fiberglass liner
200713881,Struck By Moving Objects,no_object,no_occupation,being replaced with new
200713881,Struck By Moving Objects,no_object,no_occupation,operating a drilling truck
200713881,Struck By Moving Objects,no_object,no_occupation,installing electrical utility pole
200361848,Falls,ladder,sewer,moving his right foot
200361848,Falls,ladder,sewer,entering the 8
202457784,Caught in/between Objects,no_object,coworker,disassembling a 28 ft
202530820,Falls,ladder,contractor,ascending the step ladder
202530820,Falls,ladder,contractor,installing a new hvac
202675583,Struck By Moving Objects,shoulder,no_occupation,performing flagging operation a
200376531,Struck By Moving Objects,truck,flagman,leading to the work
200376531,Struck By Moving Objects,truck,flagman,being pulled ran
200376531,Struck By Moving Objects,truck,flagman,waiting for the other
200376531,Struck By Moving Objects,truck,flagman,wearing a high visibility
200376531,Struck By Moving Objects,truck,flagman,showing stop
200376531,Struck By Moving Objects,truck,flagman,flagging in the southbound
200571750,Struck By Moving Objects,truck,driver,realizing that he had
200571750,Struck By Moving Objects,truck,driver,walking behind the park
200571750,Struck By Moving Objects,truck,driver,working a a female
201763943,Struck By Moving Objects,vehicle,no_occupation,going to hit the
201763943,Struck By Moving Objects,vehicle,no_occupation,opposing lane with caution
201763943,Struck By Moving Objects,vehicle,no_occupation,stopping north bound traffic
201763943,Struck By Moving Objects,vehicle,no_occupation,working a a flagger
200556413,Struck By Moving Objects,truck,laborer,backing and he wa
200556413,Struck By Moving Objects,truck,laborer,wearing a reflective vest
200556413,Struck By Moving Objects,truck,laborer,working on highway 28
200841922,Struck By Moving Objects,truck,driver,working on a flat
200841922,Struck By Moving Objects,truck,driver,slowing down
200841922,Struck By Moving Objects,truck,driver,approaching the area and
200841922,Struck By Moving Objects,truck,driver,working with a crew
202607966,Struck By Moving Objects,truck,driver,working on overhead power
202136156,Struck By Moving Objects,motor-vehicle,worker,working a a flagman
200033546,Struck By Moving Objects,trailer,driver,traveling north to turn
200033546,Struck By Moving Objects,trailer,driver,traveling southbound to stop
200033546,Struck By Moving Objects,trailer,driver,directing traffic and directed
200033546,Struck By Moving Objects,trailer,driver,working with a paving
201186301,Struck By Moving Objects,machine,foreman,spilling of gasoline onto
201186301,Struck By Moving Objects,machine,foreman,refueling one of the
201186301,Struck By Moving Objects,machine,foreman,using pneumatic hammer and
201186301,Struck By Moving Objects,machine,foreman,cleaning the rusted steel
201186301,Struck By Moving Objects,machine,foreman,including removing the masonry
201186301,Struck By Moving Objects,machine,foreman,undergoing extensive exterior restoration
201186301,Struck By Moving Objects,machine,foreman,working at a 22story
202556304,Struck By Moving Objects,no_object,no_occupation,spraying coating to kitchen
201023405,Struck By Moving Objects,lp-gas,owner,welding a water line
201956109,Struck By Moving Objects,arc-flash,breaker,relocating a three way
201956109,Struck By Moving Objects,arc-flash,breaker,removing termination module from
170150726,Struck By Moving Objects,rail-car,remixer,working
170150726,Struck By Moving Objects,rail-car,remixer,using a hydraulic jack
170150726,Struck By Moving Objects,rail-car,remixer,working on an axle
14431613,Falls,bridge-section,excavator,transporting a john deere
14431613,Falls,bridge-section,excavator,riding on a railroad
14431613,Falls,bridge-section,excavator,backing up to another
14431613,Falls,bridge-section,excavator,transporting a john deere
202557039,Caught in/between Objects,jack,no_occupation,following day
202557039,Caught in/between Objects,jack,no_occupation,attempting to stabilize it
202557039,Caught in/between Objects,jack,no_occupation,being pulled off the
202557039,Caught in/between Objects,jack,no_occupation,using the forklift when
202557039,Caught in/between Objects,jack,no_occupation,using a forklift to
202544631,Falls,no_object,no_occupation,covering wa not secured
202544631,Falls,no_object,no_occupation,opening covering wa not
202544631,Falls,no_object,no_occupation,opening
202544631,Falls,no_object,no_occupation,opening
202544631,Falls,no_object,no_occupation,covering a floor opening
202544631,Falls,no_object,no_occupation,walking backwards and bumped
202544631,Falls,no_object,no_occupation,sweeping he wa walking
202544631,Falls,no_object,no_occupation,sweeping on the first
202544631,Falls,no_object,no_occupation,performing his normal assigned
202653259,Falls,hole,laborer,covering a threefoot by
202653259,Falls,hole,laborer,cleaning up left over
201078268,Falls,no_object,framer,getting up from a
201078268,Falls,no_object,framer,opening
201078268,Falls,no_object,framer,cutting 2x4 in
202543880,Falls,scissor-lift,contractor,covering the hole
202543880,Falls,scissor-lift,contractor,scraping noise
202543880,Falls,scissor-lift,contractor,measuring for the placement
202543880,Falls,scissor-lift,contractor,opening
202543880,Falls,scissor-lift,contractor,placing them over the
202543880,Falls,scissor-lift,contractor,being done employee
202543880,Falls,scissor-lift,contractor,installing perimeter guard cable
202543880,Falls,scissor-lift,contractor,working under the hole
202543880,Falls,scissor-lift,contractor,being modified
202543880,Falls,scissor-lift,contractor,installing a small new
202554283,Falls,hole,laborer,covering
202554283,Falls,hole,laborer,working a a general
201345923,Falls,level,no_occupation,opening in the floor
201345923,Falls,level,no_occupation,working close to the
201345923,Falls,level,no_occupation,being constructed
201345923,Falls,level,no_occupation,working on the first
202586962,Falls,hole,carpenter,working a a carpenter
201010295,Falls,hole,contractor,installing an exhaust fan
201010295,Falls,hole,contractor,placing weight onto the
201010295,Falls,hole,contractor,being made
201010295,Falls,hole,contractor,using a 4 inch
201010295,Falls,hole,contractor,installing an exhaust fan
201331303,Falls,hole,carpenter,including paralysis
201331303,Falls,hole,carpenter,walking on the second
201185816,Falls,bar-grating,contractor,flooring came off it
201185816,Falls,bar-grating,contractor,removing a long piece
201185816,Falls,bar-grating,contractor,grating that had a
201185816,Falls,bar-grating,contractor,grating
201185816,Falls,bar-grating,contractor,hoisting a large metal
201185816,Falls,bar-grating,contractor,working for his employer
201509866,Falls,no_object,coworker,opening on the sixth
201509866,Falls,no_object,coworker,unscrewing a piece of
202715751,Falls,no_object,contractor,measuring 8 foot by
202715751,Falls,no_object,contractor,trying to pick up
202715751,Falls,no_object,contractor,working on the second
202545448,Falls,heel,carpenter,going to evaluate a
202545307,Falls,no_object,no_occupation,resting on saw horse
202545307,Falls,no_object,no_occupation,attaching metal trim to
201186632,Caught in/between Objects,no_object,fitter,changing direction
201186632,Caught in/between Objects,no_object,fitter,leading the way which
201186632,Caught in/between Objects,no_object,fitter,working a an apprentice
202656955,Falls,no_object,framer,causing him to fall
202656955,Falls,no_object,framer,hanging over the unprotected
202656955,Falls,no_object,framer,starting to form the
200691137,Falls,no_object,laborer,opening to the basement
200691137,Falls,no_object,laborer,doing that activity he
200691137,Falls,no_object,laborer,being constructed passed a
200691137,Falls,no_object,laborer,working on the third
202634887,Falls,no_object,no_occupation,opening while standing on
202634887,Falls,no_object,no_occupation,guiding the hoist cable
202634887,Falls,no_object,no_occupation,using a davit crane
202634887,Falls,no_object,no_occupation,working at a pump
201089810,Other,sand,contractor,attempting to load their
200531804,Falls,gravel-bin,no_occupation,cleaning out a gravel
201079373,Falls,no_object,no_occupation,welding steel joist
201079373,Falls,no_object,no_occupation,installing roof welding steel
201408655,Caught in/between Objects,no_object,laborer,cutting torch
201408655,Caught in/between Objects,no_object,laborer,using a cutting torch
201408655,Caught in/between Objects,no_object,laborer,removing the guide rail
201408655,Caught in/between Objects,no_object,laborer,floating lid and associated
201408655,Caught in/between Objects,no_object,laborer,removing the guide rail
201408655,Caught in/between Objects,no_object,laborer,cutting torch
201408655,Caught in/between Objects,no_object,laborer,using a cutting torch
202658167,Caught in/between Objects,pipe,no_occupation,installing a main pipe
202523445,Falls,ladder,no_occupation,being pulled out so
202523445,Falls,ladder,no_occupation,resisting being pulled out
202523445,Falls,ladder,no_occupation,using a hammer to
201185584,Falls,tar,coworker,cleaning them periodically during
201185584,Falls,tar,coworker,accumulating more and more
201185584,Falls,tar,coworker,being applied
201185584,Falls,tar,coworker,carrying a bucket of
201185584,Falls,tar,coworker,being applied on the
201185584,Falls,tar,coworker,working for north bay
200824555,Falls,height,washer,working with one other
200824555,Falls,height,washer,lying on the concrete
202466694,Collapse of object,no_object,supervisor,existing retaining wall that
202466694,Collapse of object,no_object,supervisor,working at the east
202466694,Collapse of object,no_object,supervisor,working in close proximity
202466694,Collapse of object,no_object,supervisor,digging the footing for
202466694,Collapse of object,no_object,supervisor,cleaning and digging the
200531002,Other,no_object,no_occupation,installing a 1 in
200513760,Struck By Moving Objects,no_object,no_occupation,footing inside of an
200513760,Struck By Moving Objects,no_object,no_occupation,digging under an extension
200772986,Caught in/between Objects,footing,worker,placing the dirt on
200772986,Caught in/between Objects,footing,worker,digging it deeper and
201521788,Falls,ladder,no_occupation,working on the outside
200526853,Falls,fosig-footing,roofer,sheeting board
200526853,Falls,fosig-footing,roofer,existing 1 by 6
200526853,Falls,fosig-footing,roofer,placing their foot in
202458899,Falls,no_object,no_occupation,working from a 24
202458899,Falls,no_object,no_occupation,painting
202458899,Falls,no_object,no_occupation,caulking the fascia board
201615390,Falls,no_object,fackler,drilling overhead and shifted
201615390,Falls,no_object,fackler,working on a four
202658357,Struck By Moving Objects,painter,painter,painting the exterior side
202658357,Struck By Moving Objects,painter,painter,using or required to
202658357,Struck By Moving Objects,painter,painter,working adjacent to coworkers
202658357,Struck By Moving Objects,painter,painter,working a a painter
202658357,Struck By Moving Objects,painter,painter,working from the sloped
202544797,Falls,ladder,contractor,repainting
202544797,Falls,ladder,contractor,preparing the west wall
202544797,Falls,ladder,contractor,working in the service
202544797,Falls,ladder,contractor,being held by coworker
202544797,Falls,ladder,contractor,working
202544797,Falls,ladder,contractor,scraping paint from the
202544797,Falls,ladder,contractor,working from an aluminum
202587804,Falls,no_object,coworker,installing cap sheet on
202587804,Falls,no_object,coworker,working on the roof
202587804,Falls,no_object,coworker,overstretching his torso which
202587804,Falls,no_object,coworker,stepping on the aluminum
202587804,Falls,no_object,coworker,moving the sheet from
202587804,Falls,no_object,coworker,installing the last cap
202653838,Falls,no_object,no_occupation,installing a solar panel
202653838,Falls,no_object,no_occupation,working on top of
202531109,Other,heart-attack,foreman,feeling a little better
202531109,Other,heart-attack,foreman,assuring that the sand
202531109,Other,heart-attack,foreman,working at grade level
202531109,Other,heart-attack,foreman,working on had a
202531109,Other,heart-attack,foreman,occurring at a military
202531109,Other,heart-attack,foreman,sandblasting the interior lining
202531109,Other,heart-attack,foreman,scraping and sandblasting the
202531109,Other,heart-attack,foreman,working to repair and
202587242,Falls,no_object,no_occupation,existing fascia board from
202587242,Falls,no_object,no_occupation,removing existing fascia board
202587242,Falls,no_object,no_occupation,using his hand to
202587242,Falls,no_object,no_occupation,working for brawdus roofing
202526778,Struck By Moving Objects,forming-machine,no_occupation,forming machine when two
202526778,Struck By Moving Objects,forming-machine,no_occupation,operating a roll forming
200550515,Caught in/between Objects,no_object,worker,being used despite posted
200550515,Caught in/between Objects,no_object,worker,transferring conductor from an
200550515,Caught in/between Objects,no_object,worker,relocating overhead power line
201203510,Falls,no_object,coworker,trimming off the top
201168770,Falls,no_object,subcontractor,taking measurement when he
201168770,Falls,no_object,subcontractor,laying out metal frame
201168770,Falls,no_object,subcontractor,working on the second
202441580,Falls,no_object,no_occupation,using any conventional fall
202441580,Falls,no_object,no_occupation,being used by the
202441580,Falls,no_object,no_occupation,falling
202441580,Falls,no_object,no_occupation,holding the bracket with
202441580,Falls,no_object,no_occupation,removing the last bolt
202441580,Falls,no_object,no_occupation,removing a fall protection
200373330,Falls,no_object,no_occupation,removing the old roof
200373330,Falls,no_object,no_occupation,installing a new roof
200373330,Falls,no_object,no_occupation,hitting his head on
200373330,Falls,no_object,no_occupation,walking on gave way
170626469,Falls,no_object,carpenter,working from a metal
170626469,Falls,no_object,carpenter,siding at a condominium
170626469,Falls,no_object,carpenter,installing wood siding at
201038882,Struck By Moving Objects,freon,no_occupation,reinstalling a cooling line
200631315,Struck By Moving Objects,heat-pump,coworker,replacing a residential heat
200535995,Falls,wood,driver,unloading a drop deck
200535995,Falls,wood,driver,acting a a spotter
200535995,Falls,wood,driver,operating a skid loader
200535995,Falls,wood,driver,sitting in the main
202543823,Caught in/between Objects,no_object,breaker,exposing rebars so an
202543823,Caught in/between Objects,no_object,breaker,operating a small bobcat
202543187,Caught in/between Objects,loader-rollover,loader,operating a bobcat front
201925559,Struck By Moving Objects,end-loader,loader,working on a drainage
202521530,Struck By Moving Objects,truck,loader,loading a 1 500
200053940,Struck By Moving Objects,end-loader,owner,working alone at the
200053940,Struck By Moving Objects,end-loader,owner,using a sledgehammer to
200053940,Struck By Moving Objects,end-loader,owner,hurting employee 1
200053940,Struck By Moving Objects,end-loader,owner,laboring to breathe and
200053940,Struck By Moving Objects,end-loader,owner,breathing
200053940,Struck By Moving Objects,end-loader,owner,experiencing labored breathing
200053940,Struck By Moving Objects,end-loader,owner,calling for him to
201523958,Falls,ladder,no_occupation,attempting to hoist the
201523958,Falls,ladder,no_occupation,holding the header lost
201523958,Falls,ladder,no_occupation,spanning the long side
201523958,Falls,ladder,no_occupation,attempting to raise the
201523958,Falls,ladder,no_occupation,attempting to raise a
201523958,Falls,ladder,no_occupation,landing on the frozen
201523958,Falls,ladder,no_occupation,causing him to fall
201523958,Falls,ladder,no_occupation,roofing material for the
202088498,Falls,icy,boger,contributing factor
202088498,Falls,icy,boger,using no form of
202088498,Falls,icy,boger,working on the north
202088498,Falls,icy,boger,installing a roof vent
202488128,Struck By Moving Objects,truck,no_occupation,being hit by a
202488128,Struck By Moving Objects,truck,no_occupation,preparing to place a
202488128,Struck By Moving Objects,truck,no_occupation,working in snowy condition
201508249,Falls,no_object,technician,rigging
201508249,Falls,no_object,technician,opening and he had
