,id,Activities
6707,201262383,being conducted on the
6708,201262383,pointing from a ladder
6709,201262383,performing tuck pointing from
6710,200775435,dwelling
6711,200775435,involving installation of roof
6712,200775435,scaffolding for a job
6713,200775435,installing planking for a
6714,201637832,installing a vapor barrier
6715,202448171,nailing backing into the
6716,200612653,using a spud to
6717,201636990,working a paint remover
6718,201203650,damaging the structure
6719,201203650,extending the roof eve
6720,201203650,rebuilding and extending the
6721,201203650,removing a short section
6722,201203650,working from a ladder
6723,202562609,attempting to open the
6724,202562609,unlatching a door on
6725,201077807,raising a part and
6726,201077807,moving from one point
6727,201077807,using fall protection while
6728,201077807,disassembling piece of a
6729,201058419,constructing a portion of
6730,201077120,using his hand to
6731,201077120,cutting at 45 degree
6732,201077120,cutting a piece of
6733,201077120,operating the saw without
6734,201077120,cutting blade
6735,201077120,sliding compound miter saw
6736,201077120,cutting decorative aluminum channel
6737,202014536,using a manlift to
6738,202356952,hitting his head
6739,202356952,falling to the concrete
6740,202356952,causing employee 1
6741,202356952,hitting the scaffold causing
6742,202356952,knocking it back one
6743,202356952,hitting one corner wheel
6744,202356952,hitting the struck the
6745,202356952,cutting and hitting the
6746,201181880,getting closer to him
6747,201181880,tipping until he saw
6748,201181880,doing pier renovation for
6749,201181880,driving operation and wa
6750,201181880,conducting pile driving operation
6751,201181880,working a a pile
6752,201360880,feeling better and his
6753,201360880,welding on a coated
6754,201100831,preparing his welding lead
6755,201100831,being set on the
6756,201100831,remodeling work in the
6757,201100831,working on the log
6758,202654422,being constructed
6759,202654422,working a part of
6760,202507836,leading edge when he
6761,200802122,working in that zone
6762,200802122,decking on a system
6763,200802122,working in a crew
6764,200802122,leading edge when he
6765,200802122,kneeling on the decking
6766,202563847,welding a the work
6767,202563847,welding and welding a
6768,202563847,leading edge work tack
6769,202563847,performing leading edge work
6770,202563847,decking on a warehouse
6771,202563847,installing metal decking on
6772,201184009,using any of mean
6773,201184009,wearing personal fall arrest
6774,201184009,needing to be done
6775,201184009,concerning personal fall arrest
6776,201184009,using any of mean
6777,201184009,wearing personal fall arrest
6778,201184009,working at a construction
6779,202078770,leading edge by a
6780,202078770,leading edge within the
6781,202078770,using a rubber mallet
6782,202078770,being constructed for a
6783,202078770,working on a shoring
6784,201507159,weighing approximately 40 pound
6785,201507159,dropping a waste bag
6786,201507159,being used at the
6787,201507159,being replaced
6788,201504735,leading edge of a
6789,201504735,working at the leading
6790,201144904,walking on the deck
6791,201144904,wearing a harness but
6792,201144904,stepping on wa tacked
6793,201144904,leading edge of the
6794,201144904,carrying a sheet of
6795,201144904,walking on the second
6796,201144904,sheeting
6797,201144904,using plywood sheeting
6798,201144904,installing decking using plywood
6799,201144904,decking operation for commercial
6800,201116381,moving another approximately 50footlong
6801,201116381,screwing down a metal
6802,201116381,working at the echeverria
6803,201116381,moving another approximately 50footlong
6804,201116381,screwing down a metal
6805,200642742,decking when he stepped
6806,200642742,installing sheet metal roof
6807,200642742,leading edge work
6808,200642742,doing leading edge work
6809,100354828,leading edge of a
6810,100354828,working along the leading
6811,200901064,decking for a systemsengineered
6812,200901064,working on the installation
6813,200642072,installing rolled roof decking
6814,200642072,leading edge work installing
6815,200642072,doing leading edge work
6816,171010200,installing a metal roof
6817,171010200,working at the edge
6818,303383012,moving a scaffold board
6819,201112687,wearing any form of
6820,201112687,opening for an embed
6821,201112687,preparing an opening for
6822,202312468,leading edge and concrete
6823,202312468,marking the deck with
6824,202312468,walking and marking the
6825,202312468,laying out the location
6826,202312468,working on the office
6827,14518641,revealing that he had
6828,201450756,working off of barge
6829,201450756,missing after a head
6830,202106068,floating in the river
6831,202106068,heading toward another dock
6832,202106068,navigating an open johnboat
6833,202106068,working alone navigating an
6834,200054179,walking on the scaffold
6835,200054179,absorbing lanyard and retractable
6836,200054179,wearing harness shock absorbing
6837,200054179,working from a 15
6838,200462604,wearing his personal fall
6839,200462604,existing shingle from a
6840,200462604,working a a roofer
6841,202612537,laying down felt
6842,200691046,scaffolding
6843,200691046,working on tubular welded
6844,202568614,wearing a safety harness
6845,202568614,being installed
6846,202568614,shooting the grade for
6847,202568614,working outside the lifeline
6848,200998631,wearing a full body
6849,200998631,using an electric hand
6850,200998631,working on a singlepoint
6851,200998631,preparing for a painting
6852,200998615,opening and employee
6853,200998615,opening a the suspension
6854,200998615,coupling hole at the
6855,200998615,opening on top of
6856,202251765,operating a rough terrain
6857,202251765,guiding two roof truss
6858,201183753,tipping and fell on
6859,201183753,directing the operation
6860,201183753,watching and directing the
6861,201183753,removing the form from
6862,201507522,connecting one telephone pole
6863,201507522,swinging the bucket of
6864,201507522,working on a 150ft
6865,201507522,waiting for the second
6866,201763893,performing his assigned task
6867,201763893,working in the gymnasium
6868,200462299,performing demolition work in
6869,200462299,removing a wall
6870,202079380,wrapping a tie wire
6871,202079380,using tie wire to
6872,202079380,replacing light bulb and
6873,200677110,working with 277 voltelectrical
6874,200677110,installing landscaping light around
6875,202472296,wiring a connection for
6876,200102978,working approximately 15 ft
6877,200102978,stripping it
6878,200102978,stripping it
6879,200102978,lighting in the building
6880,200102978,hanging from the ceiling
6881,200102978,stripping off the metal
6882,200102978,being used
6883,200102978,undergoing renovation but in
6884,200102978,working on the lighting
6885,200713303,experiencing convulsion and he
6886,200713303,connecting a fixture to
6887,200713303,framing for a drop
6888,200713303,installing light fixture between
6889,201021326,changing the ballast in
6890,201021326,working for an electrical
6891,202453866,switching out the last
6892,202453866,using a pair of
6893,202453866,accessing a ceiling light
6894,202516092,repairing a live electrical
6895,200676609,using a jlg aerial
6896,200676609,installing new light fixture
6897,200676609,rewiring and installing new
6898,200676609,wearing a safety harness
6899,200676609,wearing hard hat and
6900,200676609,using them
6901,200676609,shivering
6902,200676609,holding a wire stripper
6903,200676609,learning from him
6904,200676609,assisting and learning from
6905,200676609,performing the electrical work
6906,202078028,lighting fixtires in a
6907,202078028,removing overhead lighting fixtires
6908,202078028,using either of these
6909,202078028,working he contacted an
6910,202078028,removing overhead lighting fixtires
6911,202078028,working with him on
6912,201362837,facing one another in
6913,201362837,undergoing renovation
6914,201362837,removing andor elevating 2
6915,201362837,lighting circuit
6916,201362837,attempting to rewire one
6917,201773686,emptying the concrete hopper
6918,201773686,guiding and emptying the
6919,201773686,pouring concrete on the
6920,201773686,lightning strike
6921,200264265,working on the deck
6922,201924925,lightning struck employee
6923,201924925,placing the tarp when
6924,201924925,mating two section of
6925,201924925,moving towards their location
6926,200374809,installing a lightning rod
6927,200356293,kneeling to put in
6928,200356293,moving in from the
6929,200356293,installing leveling rod in
6930,200356293,seeing his brother on
6931,200356293,being picked up by
6932,201282753,securing another unit at
6933,200676765,wearing any personal fall
6934,200676765,using a pressure washer
6935,200676765,laying tile on the
6936,200676765,washing and laying tile
6937,123273641,removing tape from transformer
6938,123273641,working from a 3metertall
6939,171017163,tightening a lighting arrester
6940,171017163,holding
6941,171017163,tightening the arrester with
6942,171017163,holding the hot line
6943,171017163,replacing conductor on an
6944,818047,removing a swing stage
6945,14218945,replacing a defective lighting
6946,761429,preparing to set and
6947,761429,working with a crew
6948,201321320,causing the lift to
6949,201321320,falling it hit the
6950,201321320,wearing a fall protection
6951,201321320,cutting down a tree
6952,200211175,waiting for a transport
6953,200462356,neighboring building
6954,200462356,leading to the fire
6955,200462356,working with worker from
6956,200462356,working for tremco inc
6957,201350667,climbing work platform which
6958,201350667,falling to the ground
6959,201350667,being lifted beyond it
6960,201350667,missing the platform wa
6961,201350667,climbing work platform which
6962,200452720,awaiting the next section
6963,200452720,existing sewer line
6964,200452720,working in a trench
6965,201363140,flying hose or by
6966,201363140,using a 2 in
6967,201363140,participating in the pressure
6968,201073483,fitting and it also
6969,201073483,using the same type
6970,201073483,being performed using the
6971,201073483,fitting separated
6972,201073483,performing a hydrostatic test
6973,200711059,working in a 7
6974,200672368,causing a section of
6975,170872667,working on the tar
6976,170872667,preparing a roof for
6977,200783249,plugging it into a
6978,200780880,cocking the fuse
6979,200780880,having difficulty cocking the
6980,200780880,using a liveline tool
6981,200780880,observing a power line
6982,201350485,installing armor rod on
6983,201350485,working from an insulated
6984,201350485,using a liveline tool
6985,170577688,installing
6986,170577688,reducing the load on
6987,170577688,installing
6988,170577688,switching the line from
6989,170577688,insulating glove and a
6990,170577688,working from the bucket
6991,170577688,existing overhead power line
6992,170577688,installing a new phase
6993,200998524,operating a jlg aerial
6994,201185527,notifying the division about
6995,201185527,wiring on the ceiling
6996,201185527,operating a snorkel model
6997,201185527,working a an electrician
6998,200053692,exiting a case skid
6999,202522363,pushing in the downward
7000,202522363,pulling down on the
7001,202522363,pulling down on the
7002,202522363,attempting to tighten down
7003,202522363,tying down a bobcat
7004,202563102,delivering a load of
7005,201176633,loosening a binder on
7006,202654273,attempting to run conduit
7007,202654273,working at a sewerwater
7008,170784060,using a two ton
7009,200012763,disassembling a crane
7010,200996874,using an independent lifeline
7011,200996874,missing the safety latch
7012,200996874,taking prejob photograph
7013,200232064,signaling for the crane
7014,200232064,performing rigging and signaling
7015,200232064,using an area under
7016,201129228,being swung out and
7017,201129228,receiving multiple lift load
7018,202612495,operating a small end
7019,201562667,transporting track hoe bucket
7020,200785137,operating a skidsteer loader
7021,200555068,crushing him against the
7022,200555068,working a a laborer
7023,200831311,falling but both his
7024,200831311,delivering two loaderbackhoes on
7025,202446258,installing a septic pit
7026,202446258,working inside the excavation
7027,202446258,using a john deere
7028,200271732,using a case loaderbackhoe
7029,200271732,following day due to
7030,200271732,striking his head on
7031,200271732,driving the vehicle when
7032,200202885,operating a tracked bobcat
7033,200812188,holding a mobile home
7034,202357687,retaining wall
7035,202357687,excavating the earth using
7036,201175122,backing up
7037,202344180,digging a trench for
7038,202344180,backing up
7039,202004396,ongoing
7040,202004396,traveling in reverse along
7041,202532206,moving them into the
7042,202532206,unloading silicon steel shield
7043,202532206,claiming it happened at
7044,200742336,dismantling a 55ft
7045,200742336,crushing him
7046,200742336,connecting pin out of
7047,200742336,knocking the lower connecting
7048,202444758,missing and the other
7049,202444758,missing and the bushing
7050,202444758,casting and behind the
7051,202444758,working near a kobelco
7052,202444758,working for dave s
7053,200741551,causing him to fall
7054,200741551,descending a werner 32foot
7055,201095684,dumping it approximately 1
7056,201095684,loading the dump truck
7057,201095684,working on a road
7058,201331287,boring machine
7059,201331287,moving muck bucket and
7060,201510658,coupling a rail car
7061,200551752,crossing the east set
7062,200551752,walking west across three
7063,200031573,felling a tree which
7064,200031573,clearing land for new
7065,200742617,removing tree from half
7066,200742617,working at the rear
7067,200534113,bleeding
7068,200534113,drilling again
7069,200534113,working with two other
7070,200534113,working on the
7071,202556817,working from a scaffold
7072,202556817,applying stucco on a
7073,202561833,working from the third
7074,202561833,coating application on the
7075,202615001,driving
7076,202715595,holding onto the vehicle
7077,202715595,turning a corner it
7078,202715595,operating a polaris ranger
7079,202715595,working a a laborer
7080,202715595,working for par electrical
7081,202657698,riding on an allterrain
7082,202657698,wearing a seatbelt
7083,202657706,riding on an allterrain
7084,202657706,wearing a seatbelt
7085,14301543,powering the fuel pump
7086,14301543,reeling in a gasoline
7087,201056603,using the equipment
7088,201056603,being sent home to
7089,201056603,coming out at him
7090,201056603,putting the torch back
7091,201056603,wearing short when he
7092,201056603,preparing to light an
7093,201056603,working for westway construction
7094,201770500,untangling a hose connected
7095,201770500,stepping backward while untangling
7096,201770500,working on a roof
7097,170829634,causing the gas to
7098,170829634,operating a bobcat near
7099,14371231,working on the right
7100,14371231,covering on a dormer
7101,14371231,installing tar paper roof
7102,202657318,opening
7103,202657318,opening on a garage
7104,202657318,going to be used
7105,202657318,attempting to retrieve a
7106,202657318,including raising stud on
7107,202657318,performing the duty of
7108,202657318,working at a residential
7109,202081790,checking a raceway behind
7110,201024510,using a skill saw
7111,202544847,using a skilsaw to
7112,202544847,working in the meat
7113,201186392,using a push stick
7114,201186392,making 14
7115,201186392,working a a journeyman
7116,202449518,making contact at the
7117,202449518,using a champ forklift
7118,202449518,loading scaffolding plank onto
7119,200603785,disconnecting a sling from
7120,200881191,loading it onto a
7121,200881191,transferring rough cut lumber
7122,200881191,working for a construction
7123,201167467,putting the load down
7124,201167467,working a the operator
7125,200528552,pulling on the banding
7126,202651519,being constructed on a
7127,202651519,walking on a flat
7128,202588307,descending the ladder and
7129,202588307,carrying anything while descending
7130,202588307,working at another location
7131,202588307,working on a level
7132,202588307,helping coworker 1
7133,202588307,working on the second
7134,202588307,installing insulation to the
7135,201561032,starting from the west
7136,201561032,finishing tying in the
7137,201561032,tying in a piece
7138,201561032,erecting the inside face
7139,201561032,falling the diagonal brace
7140,202509188,installing a pump into
7141,201408424,installing a sanitary sewer
7142,202252169,inspecting a lateral sewer
7143,202252169,assisting coworker 1
7144,200359412,working to open a
7145,201042892,using jackhammer around two
7146,200823177,existing storm sewer manhole
7147,200823177,installing a new manhole
7148,200072338,performing his regular duty
7149,200772085,replacing a manhole cover
7150,201404241,removing the manhole cover
7151,201404241,preparing to work in
7152,201078979,working with coworkers to
7153,202655452,wearing work boot
7154,202655452,putting bag of trash
7155,202655452,working for the general
7156,200774677,opening at the top
7157,200774677,covering a smoke vent
7158,200774677,working at a 4story
7159,201147436,working a a journeyman
7160,202340691,covering two 34inch diameter
7161,202340691,lifting a 4ft by
7162,202340691,covering two 34inch diameter
7163,201095874,being used to access
7164,201095874,putting down paper and
7165,201095874,causing employee 1
7166,202311205,marking location on the
7167,896274,sheeting
7168,896274,marking plywood sheeting
7169,896274,squatting at the edge
7170,14425177,measuring 40 ft long
7171,14425177,working inside an excavation
7172,14425177,marking the pile penetration
7173,14425177,driving an hpile into
7174,200678019,measuring with a tape
7175,200678019,installing security camera on
7176,200678019,working alone installing security
7177,201924982,using a 25foot retractable
7178,201924982,measuring the roof using
7179,201924982,walking backwards on the
7180,201924982,holding the round end
7181,201924982,measuring approximately 40 foot
7182,201924982,taking measurement on a
7183,202360517,waiting at ground level
7184,202360517,measuring the elevation above
7185,202076493,decking approximately seventeen foot
7186,202076493,installing metal decking approximately
7187,200773455,attempting to measure a
7188,200032175,bracing when employee
7189,200032175,using a metal tape
7190,200032175,using a 21 ft
7191,201084431,measuring lumber at a
7192,201084431,walking backwards measuring lumber
7193,200901163,indicating that the movement
7194,200901163,cribbing that wa placed
7195,200901163,holding line
7196,200901163,causing the bucket to
7197,200901163,cribbing positioned on a
7198,200901163,taking the measurement of
7199,200901148,digging a trench that
7200,200901148,installing two 2500gallon tank
7201,200901148,using any protective system
7202,200901148,knocking him to the
7203,200901148,running toward the west
7204,201171568,sheeting wa dry
7205,201171568,measuring the back eave
7206,201171568,installing rain gutter
7207,171038953,measuring a building
7208,171038953,kneeling
7209,171038953,holding the other end
7210,171038953,holding a tape measure
7211,202635322,being lifted by a
7212,202635322,helping to position a
7213,202635322,working a a carpenter
7214,201573326,recycling mek into the
7215,201573326,including 1
7216,201573326,using a graco xtreme
7217,201573326,staging material in a
7218,201573326,operating correctly and the
7219,201065620,using a chiron electronic
7220,201065620,recoating a fiberglass shower
7221,201062593,wearing halfmask respirator with
7222,201062593,working inside a small
7223,201062593,using a methyl ethyl
7224,201062593,using an electric floor
7225,201062593,operating the floor buffer
7226,201062593,operating a floor buffer
7227,200080059,spraying a saltwater sealer
7228,200080059,working about 200 ft
7229,200080059,working on the gold
7230,200080059,spraying the sealer on
7231,170631402,using a halfmask respirator
7232,170631402,working alone in the
7233,170033047,applying a solution of
7234,170033047,working inside a 500
7235,894931,pouring methyl ethyl ketone
7236,170784623,leaving the thumb amputated
7237,170784623,removing burr from a
7238,201078417,flying in the joist
7239,201078417,making connection of fifty
7240,201078417,working at a jobsite
7241,200002988,working inside the building
7242,200002988,building when a roofing
7243,200002988,walking across a portion
7244,200002988,working a a signal
7245,201185006,causing him to lose
7246,201185006,flooring his selfretracting fall
7247,201185006,laying the metal flooring
7248,201185006,flooring
7249,201185006,laying metal flooring
7250,202088688,decking for the installation
7251,202088688,cutting roof decking for
7252,202483525,folding back piece of
7253,202483525,securing metal roof panel
7254,202483525,installing and securing metal
7255,202483525,utilizing fall protection equipment
7256,200831360,decking above the administration
7257,200831360,installing metal decking above
7258,200677276,wearing their safety harness
7259,200677276,wearing his body harness
7260,200677276,falling approximately 42 foot
7261,200677276,opening approximately 3 foot
7262,200677276,decking on the roof
7263,200677276,repositioning a section of
7264,200203123,crushing him underneath
7265,200203123,tugging a support beam
7266,200203123,shaking and tugging a
7267,200053130,causing them to fall
7268,200053130,being decked
7269,200053130,installing skylight and metal
7270,200053130,installing skylight and metal
7271,202504890,installing waterproofing material for
7272,202014577,laying metal roof deck
7273,201043338,opening and wa killed
7274,201043338,walking on a 59
7275,201955192,decking when his foot
7276,201955192,installing some steel decking
7277,202081501,installing roofing paper on
7278,200203420,relocating an aluminum ladder
7279,200053619,erecting a grain bin
7280,202552618,expanding a casing pipe
7281,202552618,tightening the chain with
7282,202552618,shoring operation
7283,202472122,touching the pipe when
7284,202472122,being moved the excavator
7285,202472122,moving a 20 in
7286,202472122,working on the ground
7287,201088960,using a cleaning machine
7288,201088960,cleaning a metal pipe
7289,202649141,erecting an aluminum pole
7290,202649141,walking with it when
7291,202649141,operating at 7 600
7292,200925691,dismantling a pump jack
7293,200774867,erecting a pole section
7294,202491270,bleeding
7295,202491270,placing his foot under
7296,202491270,setting the next piece
7297,202491270,getting used to the
7298,202491270,operating a forklift
7299,202491270,setting a krail on
7300,201044179,covering a drainage trench
7301,201044179,performing the work from
7302,201044179,lighting fixture in the
7303,201044179,changing out lighting fixture
7304,201044179,performing electrical duty which
7305,201044179,following failed attempt to
7306,202540019,installing a piece of
7307,200831329,washing a wall
7308,202449427,working in cell
7309,202449427,opening when a stripping
7310,202449427,getting ready to receive
7311,202449427,having three window
7312,202449427,working in the adjoining
7313,202449427,working in cell
7314,201508116,being treated four day
7315,201508116,working the bike rail
7316,201508116,aligning a 1 100
7317,200370351,using a gaspowered cutoff
7318,201079670,installing metal sheet louver
7319,202614491,reroofing the metal on
7320,202635405,opening causing him to
7321,202635405,removing the roof hatch
7322,202635405,installing metal plate for
7323,200556587,being built
7324,200556587,installing a sheet metal
7325,200556587,handing employee 2
7326,200556587,installing the sheet metal
7327,200644938,removing section of the
7328,200644938,wearing their harness and
7329,200644938,working with coworkers to
7330,202542338,dangling over the side
7331,202542338,flashing to the edge
7332,202542338,applying metal flashing to
7333,202654034,being welded in place
7334,202654034,installing prefabricated metal stair
7335,201764073,installing new roofing material
7336,201764073,working area with employee
7337,201764073,walking across the working
7338,200555787,sitting on uneven slanting
7339,200555787,working from a basket
7340,201763414,siding to the exterior
7341,201763414,installing sheet metal siding
7342,202573713,installing an aluminum trim
7343,201523131,working from a 3ft
7344,202505491,working from the roof
7345,202505491,wearing fall protection while
7346,202505491,working on a roof
7347,202505491,installing the siding while
7348,201126778,siding
7349,201126778,installing metal siding
7350,201126778,working on a scaffold
7351,201184165,striking his left finger
7352,201184165,lifting the saw handle
7353,201184165,opening on the rear
7354,201184165,cutting piece of aluminum
7355,202005013,climbing a ladder
7356,202005013,siding while climbing a
7357,202005013,carrying aluminum siding while
7358,200462042,siding to the soffit
7359,200462042,attaching aluminum siding to
7360,200462042,siding when it contacted
7361,200462042,holding a piece of
7362,200052710,wearing fall protection harness
7363,200052710,falling
7364,200052710,installing a 32ft by
7365,202014304,using an 8ft aluminum
7366,202014304,siding
7367,202014304,installing metal siding
7368,170765473,working from an a
7369,170765473,being remodeled
7370,170765473,siding to a singlefamily
7371,170765473,installing metal siding to
7372,201522463,wearing a hard hat
7373,201522463,knocking him to the
7374,201522463,existing structure when a
7375,201522463,siding and insulation from
7376,201522463,removing aluminum siding and
7377,201615275,leaning against a wall
7378,201615275,drilling trunk
7379,201615275,working from a threestep
7380,202504825,wrapping to the third
7381,202504825,installing aluminum window wrapping
7382,202504825,working at a residential
7383,202504825,running parallel to the
7384,202504825,holding blew upward in
7385,200033116,moving a 6 ft
7386,200033116,bringing the piece up
7387,200033116,cutting the aluminum to
7388,200033116,undergoing renovation
7389,200033116,installing aluminum around newlyplaced
7390,200002558,plumbing vent a circuit
7391,200002558,hanging on the grounded
7392,200002558,being used a a
7393,200002558,holding a shorter ladder
7394,200374106,working with a crew
7395,202463493,going across the heart
7396,202463493,flashing with his right
7397,202463493,carrying a 21footlong piece
7398,202463493,climbing a ladder while
7399,202463493,flashing on a storage
7400,202463493,installing metal flashing on
7401,202541942,dropping a plumbup cable
7402,202541942,installing wire cable
7403,202614798,using a respirator or
7404,202614798,leaving and when she
7405,202614798,working alone in a
7406,202614798,containing methylene chloride
7407,202614798,using aircraft paint stripper
7408,202614798,coating
7409,202614798,resurfacing that involved the
7410,202614798,performing a bathtub resurfacing
7411,201283405,dwelling
7412,201283405,performing maintenance on a
7413,202540696,removing finished from indoor
7414,202360293,lying face down on
7415,202360293,reglazing a bath tub
7416,202360293,stripping and reglazing a
7417,201407889,refinishing a bathtub
7418,201407889,using a stripping agent
7419,200773075,wearing a respirator
7420,200851608,using government paint stripper
7421,200851608,reglazing a bathtub in
7422,200851608,stripping and reglazing a
7423,200851608,working alone stripping and
7424,202556502,installing paper on the
7425,202556502,working until he fell
7426,202556502,opening where he wa
7427,202556502,working a a lather
7428,202556502,opening and fell to
7429,202556502,installing exterior lath paper
7430,202556502,working at a subdivision
7431,200632370,opening on the first
7432,200632370,sitting on a 2
7433,200632370,working on the construction
7434,200613057,missing
7435,200613057,missing
7436,200613057,scaffolding where the midrails
7437,200613057,working on a scaffold
7438,202288569,leaning against the midrail
7439,200355840,maneuvering it into position
7440,200355840,operating a scissor lift
7441,200355840,building an addition onto
7442,200355840,working for a company
7443,201168515,installing coaxial cable on
7444,200712578,being used a a
7445,200712578,working on the concrete
7446,200712578,belonging to the trinity
7447,200712578,working on a project
7448,201505575,loading slate onto a
7449,201042181,accessing the upper level
7450,200901361,working from the extended
7451,200901361,performing hvac duct installation
7452,200901361,being installed and lost
7453,200901361,stepping on the midrail
7454,170869416,scaffolding to the third
7455,170869416,climbing a metal frame
7456,202493532,resulting in amputation of
7457,202493532,roofing material that had
7458,202493532,securing the anchorage point
7459,201702487,attempting to guide the
7460,201702487,helping relocate a conveyor
7461,200823276,measuring a gap in
7462,202491338,moving toward him
7463,202491338,standing he thought he
7464,202491338,passing the location where
7465,202491338,depositing them onto the
7466,202491338,gathering leaf from the
7467,202491338,operating a cat loader
7468,202491338,operating the control of
7469,170041826,crushing him under the
7470,170041826,operating the ram the
7471,170041826,running out of gear
7472,170041826,pulling a 1993 general
7473,170041826,driving a 1989 kenworth
7474,170041826,driving an empty lowboy
7475,14392401,backing the truck and
7476,202545182,running
7477,202545182,moving paddle while it
7478,170784581,varying level
7479,170784581,ring finger at varying
7480,170784581,amputating the right index
7481,170784581,mixing paddle ultimately amputating
7482,170784581,attempting to retrieve a
7483,170784581,making batch of plaster
7484,170784581,operating a plaster mixer
7485,202563359,rotating blade and he
7486,201955366,wearing his seat belt
7487,201955366,increasing to 100 percent
7488,201955366,using a 170ton demag
7489,202288619,working near an american
7490,202288619,lifting a 49 800
7491,201510526,driving out the pin
7492,201510526,disassembling a mobile latticeboom
7493,201089273,wearing his fall protection
7494,201089273,stringing a communication line
7495,202464657,repositioning the crane on
7496,202464657,working on the northbound
7497,202464657,operating a linkbelt 40ton
7498,202366456,being hoisted with a
7499,201353166,installing baffle at the
7500,201353166,working alone possibly installing
7501,201353166,being built
7502,201353166,conducting some construction work
7503,202087615,causing the truss system
7504,202087615,operating a mobile crane
7505,201488079,exiting a mobile crane
7506,200041853,working on top of
7507,200041853,working on top of
7508,200041853,working underneath the portal
7509,200263705,supporting the home slipped
7510,200263705,removing axle and tire
7511,200263705,installing a mobile home
7512,202495735,using a powered industrial
7513,201261906,using a tool to
7514,201261906,removing the final jack
7515,201261906,installing a mobile home
7516,200373611,setting up a mobile
7517,200373611,adjusting the plastic sheet
7518,201362266,existing mobile home from
7519,201362266,preparing to transport an
7520,201362266,shimming block under the
7521,201362266,inserting shimming block under
7522,201362266,inserting shimming block a
7523,202545521,working on the third
7524,202545521,installing ceiling post which
7525,202545521,rolling scaffold that wa
7526,202545521,using a threesection metal
7527,202545521,moving the tower while
7528,202545521,working on a rolling
7529,202545521,ceiling post
7530,202545521,installing wall panel and
7531,202545521,housing project installing wall
7532,202545521,working on a university
7533,202556239,coating during demolition of
7534,202556239,removing old fire protection
7535,202556239,working on a twotier
7536,200926392,siding on the backside
7537,200926392,erecting a pump jack
7538,200926392,being directly under the
7539,201024353,rolling metal scaffold
7540,201024353,working from a single
7541,200171098,cutting concrete from the
7542,200171098,working from a mobile
7543,202648358,using the rung and
7544,202648358,climbing down from the
7545,202648358,working a an installation
7546,200084044,throwing both employee to
7547,200084044,installing tyvec to the
7548,200084044,placing insulation tape around
7549,201077468,being remodeled
7550,201077468,painting job at a
7551,201077468,working a a regular
7552,202561320,being released
7553,202561320,looking for a job
7554,202561320,being released
7555,202567681,fracturing his knee
7556,202567681,working at a height
7557,202567681,working alone at the
7558,202567681,painting the inside of
7559,202567681,working a a painter
7560,202553962,undergoing remodeling
7561,202553962,sanding drywall from a
7562,200083939,according to the employee
7563,200083939,locking the wheel according
7564,201127990,extending through the sill
7565,201127990,getting too close to
7566,201127990,spotting for the excavator
7567,201127990,operating an excavator atop
7568,201127990,assisting the rafter installation
7569,201127990,fastening the rafter onto
7570,201127990,installing rafter from a
7571,202555470,sliding two mold half
7572,200012540,acting a a fire
7573,200012540,observing and acting a
7574,200012540,welding from an aerial
7575,201951068,installing union coupling
7576,201951068,plumbing system which wa
7577,201951068,using a torch to
7578,170093637,installing a catwalk on
7579,202674388,working from a carpenter
7580,202674388,installing a window at
7581,202554770,using a pneumatic nail
7582,202554770,working at a multifamily
7583,200998920,falling to the concrete
7584,200998920,causing the truss to
7585,200998920,being demolished
7586,200998920,bracing from the 70
7587,200998920,cutting the permanent bracing
7588,200998920,being demolished
7589,202540126,wearing goggles but not
7590,202540126,using struck him in
7591,202540126,cutting the metal at
7592,202540126,removing a window cutting
7593,202529194,moving of heavy machinery
7594,202529194,dismantling and moving of
7595,202529194,requiring dismantling and moving
7596,202529194,maneuvering torch hose when
7597,202529194,steadying and maneuvering torch
7598,201522158,preparing to put the
7599,170784631,existing landslide that wa
7600,170784631,conducting rockscaling activity on
7601,202344396,removing the lug from
7602,201681376,flying rim
7603,201681376,locking rim onto the
7604,201681376,attempting to mount a
7605,201079431,using a pneumatically driven
7606,201079431,creating a u shaped
7607,201079431,nailing them together thus
7608,201079431,framing a wood channel
7609,201079001,nailing plywood on top
7610,202673315,nailing wood block onto
7611,202587960,framing work
7612,202587960,specializing on wood framing
7613,202587960,using a nail gun
7614,202587960,framing a wall on
7615,202587960,framing work on the
7616,202509733,working on a multidwelling
7617,202493342,nailing floor joist
7618,202493342,kneeling on the secondary
7619,200072106,baling shear harris
7620,200072106,separating the scrap metal
7621,200072106,working out in the
7622,200072106,baling shear harris
7623,200714152,evaluating a sewer lift
7624,201925435,working in the west
7625,201956000,causing the flow of
7626,200925857,reroofing the middle school
7627,306022674,falling off of the
7628,306022674,performing roofing work on
7629,200830727,erecting a chain link
7630,201162872,falling to the ground
7631,201162872,opening in a steel
7632,201162872,covering an opening in
7633,201162872,working on a floordecking
7634,201750031,wearing fall protection equipment
7635,201750031,welding decking at the
7636,170731715,installing rain gutter on
7637,14336671,using safety belt and
7638,14336671,using safety belt and
7639,14401616,dismantling concrete form on
7640,14401616,working on the north
7641,14489322,holding a wrench attached
7642,14489322,holding onto the vertical
7643,14489322,assisting in the construction
7644,14552772,scaffolding
7645,14552772,repositioning the trolley support
7646,14552772,painting and maintenance
7647,14552772,scaffolding removing deteriorated rivet
7648,14552772,working from suspended traveler
7649,14552772,leading edge of the
7650,14552772,being moved
